tab delimited	er_locations
er_location_name	er_location_alternatives	location_type	location_begin_lat	location_begin_lon	location_end_lat	location_end_lon	continent_ocean	region	plate_block	tectonic_setting	er_citation_names
McMurdo	Mt Erebus Volcanic Province : McMurdo Sound	Outcrop	-77	160	-79	170	Antarctica	Antarctic Plate	Antarctic Plate	Continental Volcanics	This study
>>>>>>>>>>
tab delimited	er_sites
er_site_name	er_location_name	site_definition	site_class	site_lithology	site_type	site_lat	site_lon	er_citation_names
mc200	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.54995	166.16148	This study
mc201	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.56284	166.21958	This study
mc202	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65674	166.36424	This study
mc203	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.5807	166.25055	This study
mc204	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.6402	166.40836	This study
mc205	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.65666	166.72515	This study
mc206	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dome	-77.66665	166.78033	This study
mc207	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.67871	166.5173	This study
mc208	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.66786	166.53186	This study
mc209	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.68544	166.36812	This study
mc210	McMurdo	s	Igneous : Intrusive	Phonolite	Volcanic Dike	-77.69125	166.3743	This study
mc211	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.66147	166.3397	This study
mc212	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56505	166.35938	This study
mc213	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22331	166.42877	This study
mc214	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22355	166.4294	This study
mc215	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	This study
mc216	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	This study
mc217	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	This study
mc218	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	This study
mc219	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	This study
mc220	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	This study
mc221	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	This study
mc222	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	This study
mc223	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	This study
mc224	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.53046	166.8839	This study
mc225	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	This study
mc226	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.61355	166.76571	This study
mc227	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.27064	166.73278	This study
mc228	McMurdo	s	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	This study
mc229	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	This study
>>>>>>>>>>
tab delimited	er_samples
er_sample_name	er_location_name	er_site_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_date	sample_orientation_flag	sample_azimuth	sample_dip	sample_bed_dip_direction	sample_bed_dip	magic_method_codes	er_citation_names
	McMurdo			mc205	mc205d	mc205d1				mc205d1-LP-DIR-AF	g	u	8	2007:09:18:10:48:00.00	SAN						4					273				0.05				0				0	0						273							-34.7	302.2		0.00001214										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205d	mc205d1				mc205d1-LP-DIR-AF	g	u	9	2007:09:18:10:50:00.00	SAN						4					273				0.06				0				0	0						273							-35.7	300.7		0.00001009										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205d	mc205d1				mc205d1-LP-DIR-AF	g	u	10	2007:09:18:10:51:00.00	SAN						4					273				0.08				0				0	0						273							-35.6	300.3		0.000007134										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205d	mc205d1				mc205d1-LP-DIR-AF	g	u	11	2007:09:18:10:55:00.00	SAN						3					273				0.1				0				0	0						273							-35.6	301.2		0.000004987										99.2					average of multiple measurements.	pmagpy-2.155	LT-AF-Z : DE-VM : LP-DIR-AF			This study
	McMurdo			mc205	mc205d	mc205d1				mc205d1-LP-DIR-AF	g	u	12	2007:09:18:10:57:00.00	SAN						4					273				0.12				0				0	0						273							-36.1	300.4		0.00000375										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205d	mc205d1				mc205d1-LP-DIR-AF	g	u	13	2007:09:18:11:46:00.00	SAN						4					273				0.15				0				0	0						273							-35.9	307.3		0.000002538										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205d	mc205d1				mc205d1-LP-DIR-AF	g	u	14	2007:09:18:11:48:00.00	SAN						4					273				0.18				0				0	0						273							-34.7	305.7		0.000001699										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	1	2007:09:18:11:50:00.00	SAN						4					273				0				0				0	0						273							-33.4	306.9		0.00002606										0.3						pmagpy-2.155	LT-NO : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	2	2007:09:18:12:41:00.00	SAN						4					273				0.005				0				0	0						273							-34	305.1		0.00002374										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	3	2007:09:18:12:43:00.00	SAN						4					273				0.01				0				0	0						273							-34	304.1		0.00002133										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	4	2007:09:18:12:44:00.00	SAN						4					273				0.015				0				0	0						273							-34	303.6		0.00001962										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	5	2007:09:18:12:46:00.00	SAN						4					273				0.02				0				0	0						273							-34.2	302.4		0.00001825										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	6	2007:09:18:12:55:00.00	SAN						4					273				0.03				0				0	0						273							-34.3	301.9		0.00001609										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	7	2007:09:18:12:56:00.00	SAN						4					273				0.04				0				0	0						273							-35.3	303.2		0.00001402										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	8	2007:09:18:14:14:00.00	SAN						4					273				0.05				0				0	0						273							-33.2	304.1		0.00001191										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	9	2007:09:18:14:15:00.00	SAN						4					273				0.06				0				0	0						273							-33.3	303.6		0.000009925										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	10	2007:09:18:14:17:00.00	SAN						4					273				0.08				0				0	0						273							-33.9	303.1		0.000007028										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	11	2007:09:18:14:20:00.00	SAN						3					273				0.1				0				0	0						273							-34.1	303.6		0.000004948										99.2					average of multiple measurements.	pmagpy-2.155	LT-AF-Z : DE-VM : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	12	2007:09:18:14:26:00.00	SAN						4					273				0.12				0				0	0						273							-33	305		0.00000369										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	13	2007:09:18:14:28:00.00	SAN						4					273				0.15				0				0	0						273							-35.4	303.8		0.000002403										0.6						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205e	mc205e1				mc205e1-LP-DIR-AF	g	u	14	2007:09:18:14:29:00.00	SAN						4					273				0.18				0				0	0						273							-35.6	306.4		0.000001565										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	1	2007:09:19:08:27:00.00	SAN						4					273				0				0				0	0						273							-9.4	326.8		0.00006236										0.3						pmagpy-2.155	LT-NO : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	2	2007:09:19:08:30:00.00	SAN						4					273				0.005				0				0	0						273							-25.1	310.9		0.00004534										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	3	2007:09:19:08:33:00.00	SAN						4					273				0.01				0				0	0						273							-26.6	307.8		0.00004184										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	4	2007:09:19:08:35:00.00	SAN						4					273				0.015				0				0	0						273							-26.5	304.2		0.00003952										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	5	2007:09:19:08:37:00.00	SAN						4					273				0.02				0				0	0						273							-27.4	305.5		0.00003754										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	6	2007:09:19:08:39:00.00	SAN						4					273				0.03				0				0	0						273							-27.2	305.1		0.00003325										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	7	2007:09:19:08:40:00.00	SAN						4					273				0.04				0				0	0						273							-27.4	304.8		0.00002828										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	8	2007:09:19:08:42:00.00	SAN						4					273				0.05				0				0	0						273							-27.3	304.4		0.00002347										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	9	2007:09:19:08:44:00.00	SAN						4					273				0.06				0				0	0						273							-27.9	302.1		0.00001936										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	10	2007:09:19:08:45:00.00	SAN						4					273				0.08				0				0	0						273							-28.1	304.1		0.00001366										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	11	2007:09:19:08:49:00.00	SAN						3					273				0.1				0				0	0						273							-28	305.4		0.000009538										99.2					average of multiple measurements.	pmagpy-2.155	LT-AF-Z : DE-VM : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	12	2007:09:19:08:51:00.00	SAN						4					273				0.12				0				0	0						273							-28.1	305.1		0.000006918										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	13	2007:09:19:08:53:00.00	SAN						4					273				0.15				0				0	0						273							-29.7	306.1		0.000004408										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc205	mc205h	mc205h2				mc205h2-LP-DIR-AF	g	u	14	2007:09:19:08:54:00.00	SAN						4					273				0.18				0				0	0						273							-29.2	309.8		0.000002927										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	1	2007:08:08:09:34:00.00	SAN						4					273				0				0				0	0						273							14.2	312.9		0.0000593										0.3						pmagpy-2.155	LT-NO : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	2	2007:08:08:09:36:00.00	SAN						4					273				0.005				0				0	0						273							14.1	311.1		0.00005776										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	3	2007:08:08:09:38:00.00	SAN						4					273				0.01				0				0	0						273							15.1	311.3		0.0000548										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	4	2007:08:08:09:40:00.00	SAN						4					273				0.015				0				0	0						273							14.6	311		0.00005129										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	5	2007:08:08:09:41:00.00	SAN						4					273				0.02				0				0	0						273							14.7	310.6		0.00004768										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	6	2007:08:08:09:43:00.00	SAN						4					273				0.03				0				0	0						273							14.2	310.5		0.00004061										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	7	2007:08:08:09:44:00.00	SAN						4					273				0.04				0				0	0						273							14.2	312.1		0.00003459										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	8	2007:08:08:09:45:00.00	SAN						4					273				0.05				0				0	0						273							13.6	310.6		0.0000286										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	9	2007:08:08:09:47:00.00	SAN						4					273				0.06				0				0	0						273							13.8	311.3		0.00002413										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	10	2007:08:08:09:50:00.00	SAN						3					273				0.08				0				0	0						273							14.6	312.4		0.0000165										99.2					average of multiple measurements.	pmagpy-2.155	LT-AF-Z : DE-VM : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	11	2007:08:08:09:52:00.00	SAN						4					273				0.1				0				0	0						273							13	311.5		0.00001164										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	12	2007:08:08:09:53:00.00	SAN						4					273				0.12				0				0	0						273							14.1	310.3		0.00000785										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	13	2007:08:08:09:54:00.00	SAN						4					273				0.15				0				0	0						273							13.4	312		0.000004879										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206a	mc206a1				mc206a1-LP-DIR-AF	g	u	14	2007:08:08:09:55:00.00	SAN						4					273				0.18				0				0	0						273							15.7	303.7		0.000002579										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	1	2007:09:19:09:31:00.00	SAN						4					273				0				0				0	0						273							-9.9	298.3		0.00005456										0.3						pmagpy-2.155	LT-NO : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	2	2007:09:19:09:37:00.00	SAN						4					273				0.005				0				0	0						273							-10	298.9		0.00005421										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	3	2007:09:19:09:41:00.00	SAN						4					273				0.01				0				0	0						273							-10.6	298.7		0.00005314										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	4	2007:09:19:09:45:00.00	SAN						4					273				0.015				0				0	0						273							-10.2	297.9		0.00005129										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	5	2007:09:19:09:47:00.00	SAN						4					273				0.02				0				0	0						273							-10.6	299		0.00004866										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	6	2007:09:19:09:48:00.00	SAN						4					273				0.03				0				0	0						273							-9.8	299.9		0.00004226										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	7	2007:09:19:09:50:00.00	SAN						4					273				0.04				0				0	0						273							-10.1	298.9		0.00003564										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	8	2007:09:19:09:51:00.00	SAN						4					273				0.05				0				0	0						273							-10.4	298.6		0.00002963										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	9	2007:09:19:09:53:00.00	SAN						4					273				0.06				0				0	0						273							-10.3	298.2		0.00002501										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	10	2007:09:19:09:55:00.00	SAN						4					273				0.08				0				0	0						273							-10.7	297.7		0.00001814										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	11	2007:09:19:09:58:00.00	SAN						3					273				0.1				0				0	0						273							-10.1	299.4		0.00001325										99.2					average of multiple measurements.	pmagpy-2.155	LT-AF-Z : DE-VM : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	12	2007:09:19:09:59:00.00	SAN						4					273				0.12				0				0	0						273							-9.9	299.9		0.00001027										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	13	2007:09:19:10:01:00.00	SAN						4					273				0.15				0				0	0						273							-9.7	301.1		0.0000074										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206g	mc206g1				mc206g1-LP-DIR-AF	g	u	14	2007:09:19:10:02:00.00	SAN						4					273				0.18				0				0	0						273							-10.7	298.3		0.000005659										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	1	2007:09:19:10:18:00.00	SAN						4					273				0				0				0	0						273							-19.7	293.1		0.00005603										0.4						pmagpy-2.155	LT-NO : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	2	2007:09:19:10:22:00.00	SAN						4					273				0.005				0				0	0						273							-19.5	291.5		0.00005566										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	3	2007:09:19:10:24:00.00	SAN						4					273				0.01				0				0	0						273							-19.1	292.1		0.00005444										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	4	2007:09:19:10:25:00.00	SAN						4					273				0.015				0				0	0						273							-19.3	291.7		0.00005242										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	5	2007:09:19:10:27:00.00	SAN						4					273				0.02				0				0	0						273							-19.9	290.9		0.00004943										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	6	2007:09:19:10:28:00.00	SAN						4					273				0.03				0				0	0						273							-19.6	292.2		0.00004166										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	7	2007:09:19:10:30:00.00	SAN						4					273				0.04				0				0	0						273							-20	293.2		0.00003411										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	8	2007:09:19:10:32:00.00	SAN						4					273				0.06				0				0	0						273							-20.1	291		0.00002276										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	9	2007:09:19:10:34:00.00	SAN						4					273				0.08				0				0	0						273							-20	294		0.00001598										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	10	2007:09:19:10:37:00.00	SAN						3					273				0.1				0				0	0						273							-20.5	292.4		0.00001151										99.2					average of multiple measurements.	pmagpy-2.155	LT-AF-Z : DE-VM : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	11	2007:09:19:10:38:00.00	SAN						4					273				0.12				0				0	0						273							-19.5	293.5		0.000008872										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	12	2007:09:19:10:40:00.00	SAN						4					273				0.15				0				0	0						273							-19.7	293.2		0.000006419										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206h	mc206h1				mc206h1-LP-DIR-AF	g	u	13	2007:09:19:10:41:00.00	SAN						4					273				0.18				0				0	0						273							-19	296.1		0.000004885										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	1	2007:09:19:11:12:00.00	SAN						4					273				0				0				0	0						273							-18	291.9		0.00005779										0.3						pmagpy-2.155	LT-NO : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	2	2007:09:19:11:17:00.00	SAN						4					273				0.005				0				0	0						273							-17.7	293.6		0.0000575										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	3	2007:09:19:11:41:00.00	SAN						4					273				0.01				0				0	0						273							-17.6	291.5		0.00005626										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	4	2007:09:19:11:43:00.00	SAN						4					273				0.015				0				0	0						273							-17.2	292.9		0.00005419										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	5	2007:09:19:11:44:00.00	SAN						4					273				0.02				0				0	0						273							-17.7	293.6		0.00005104										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	6	2007:09:19:11:46:00.00	SAN						4					273				0.03				0				0	0						273							-18.1	292.7		0.00004338										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	7	2007:09:19:11:48:00.00	SAN						4					273				0.04				0				0	0						273							-18.3	292.6		0.00003527										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	8	2007:09:19:12:19:00.00	SAN						4					273				0.05				0				0	0						273							-17.6	293.4		0.00002916										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	9	2007:09:19:12:20:00.00	SAN						4					273				0.06				0				0	0						273							-18.6	293.2		0.00002412										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	10	2007:09:19:12:22:00.00	SAN						4					273				0.08				0				0	0						273							-18.2	293.3		0.00001757										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	11	2007:09:19:12:27:00.00	SAN						3					273				0.1				0				0	0						273							-18	293.2		0.00001282										99.2					average of multiple measurements.	pmagpy-2.155	LT-AF-Z : DE-VM : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	12	2007:09:19:12:29:00.00	SAN						4					273				0.12				0				0	0						273							-18.1	293.2		0.000009999										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	13	2007:09:19:12:32:00.00	SAN						4					273				0.15				0				0	0						273							-18.4	292.2		0.000007405										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206i	mc206i1				mc206i1-LP-DIR-AF	g	u	14	2007:09:19:12:34:00.00	SAN						4					273				0.18				0				0	0						273							-18.3	290.1		0.000005684										0.3						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206k	mc206k1				mc206k1-LP-DIR-AF	g	u	1	2007:09:19:12:36:00.00	SAN						4					273				0				0				0	0						273							2.9	295.2		0.00006319										0.4						pmagpy-2.155	LT-NO : LP-DIR-AF			This study
	McMurdo			mc206	mc206k	mc206k1				mc206k1-LP-DIR-AF	g	u	2	2007:09:19:13:04:00.00	SAN						4					273				0.005				0				0	0						273							2.7	295.6		0.00006257										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
	McMurdo			mc206	mc206k	mc206k1				mc206k1-LP-DIR-AF	g	u	3	2007:09:19:13:18:00.00	SAN						4					273				0.01				0				0	0						273							2.8	295.2		0.0000607										0.4						pmagpy-2.155	LT-AF-Z : LP-DIR-AF			This study
